hurt	-8.4416
hassle	-7.73119846767
harass	-6.98208672809
oppress	-5.46496
injure	-5.46496
invalidate	-5.46496
confine	-5.46496
crush	-5.46496
anguish	-5.46496
pressure	-5.46496
offend	-5.46496
molest	-5.46496
suppress	-5.46496
pain	-5.46496
betray	-5.174818816
blur	-5.0915982336
bound	-4.7406753792
cross	-4.00669184
disturb	-3.97664
interrupt	-3.97664
force	-3.97664
manipulate	-3.97664
embarrass	-3.97664
dread	-3.97664
empty	-3.97664
attack	-3.97664
hinder	-3.97664
limit	-3.97664
endanger	-3.97664
deceive	-3.97664
abandon	-3.97664
retard	-3.97664
mistreat	-3.97664
discourage	-3.97664
fear	-3.97664
abuse	-3.97664
consume	-3.97664
frustrate	-3.97664
exhaust	-3.752728064
disable	-3.752728064
avoid	-3.6695074816
disorganize	-3.6695074816
confuse	-3.6695074816
degrade	-3.661274624
fake	-3.569821184
scare	-3.56416741949
blackmail	-3.4948334592
assault	-3.4948334592
frighten	-3.4948334592
cheat	-3.13094707364
slow	-2.97152312601
disgrace	-2.87246382822
expose	-2.5967647744
damage	-2.48832
bitter	-2.48832
addict	-2.48832
despair	-2.48832
disconnect	-2.48832
disrespect	-2.48832
intoxicate	-2.48832
disown	-2.48832
dirty	-2.48832
resent	-2.48832
defeat	-2.48832
haunt	-2.48832
dislike	-2.48832
doubt	-2.48832
dishearten	-2.48832
insult	-2.48832
oppose	-2.48832
regret	-2.48832
suffocate	-2.48832
evict	-2.48832
discriminate	-2.48832
low	-2.48832
cramp	-2.48832
conflict	-2.48832
crap	-2.48832
bitch	-2.48832
punish	-2.48832
piss	-2.48832
blacklist	-2.48832
discontent	-2.48832
box	-2.48832
corner	-2.48832
compare	-2.48832
displease	-2.48832
evade	-2.48832
harm	-2.48832
devastate	-2.48832
deprive	-2.48832
gross	-2.48832
accuse	-2.48832
discard	-2.48832
hate	-2.48832
disgust	-2.48832
reject	-2.48832
rob	-2.48832
flaw	-2.48832
dissatisfy	-2.48832
distress	-2.48832
mock	-2.48832
annoy	-2.48832
ban	-2.342580736
crowd	-2.330637312
destroy	-2.330637312
burden	-2.330637312
bully	-2.330637312
rage	-2.330637312
freak	-2.330637312
disorient	-2.330637312
stress	-2.25570816
disillusion	-2.2474167296
criticize	-2.2474167296
concern	-2.2474167296
exclude	-2.2474167296
isolate	-2.2474167296
humiliate	-2.2474167296
close	-2.18990661304
disbelieve	-2.18208053248
imprison	-2.1025132952
burn	-2.05838475756
demoralize	-1.95869031612
develop	-1.90272
direct	-1.90272
do	-1.90272
actuate	-1.81910953001
set	-1.788356608
saw	-1.5856
trigger_off	-1.55132795585
spark_off	-1.4952097792
wreak	-1.3341997056
see	-1.3052032
gain_ground	-1.29985728397
win	-1.26848
further	-1.26848
shape	-1.26848
attain	-1.26848
fulfil	-1.248308736
orchestrate	-1.24088864031
organise	-1.19895817241
get	-1.1762861056
playact	-1.1733210112
act_as	-1.1733210112
find	-1.17087232
leave	-1.144857764
carry_out	-1.126596096
expatiate	-1.11704943643
gift	-1.113255936
work_out	-1.1130025984
generate	-1.091103232
name	-1.072785408
larn	-1.015112704
exploit	-1.0
assess	-0.9986469888
incite	-0.9881517056
shew	-0.984205312
ascertain	-0.983481856
gather	-0.954037832581
represent	-0.95136
raise	-0.95136
promote	-0.95136
wield	-0.95136
action	-0.95136
get_up	-0.95136
prove	-0.95136
evaluate	-0.95136
forge	-0.95136
control	-0.95136
constitute	-0.95136
touch_off	-0.95136
machinate	-0.95136
connect	-0.95136
defend	-0.95136
contrive	-0.95136
cultivate	-0.95136
mold	-0.949796864
run	-0.946670592
use	-0.93165040599
deal	-0.929671168
extend	-0.929671168
meet	-0.8966953984
work_on	-0.8805848064
sparkle	-0.8609697792
trail	-0.85540864
head_up	-0.8486715392
help_oneself	-0.8486715392
guide_on	-0.8486715392
chairman	-0.8486715392
prompt	-0.840367616
bring	-0.840367616
propose	-0.8391476224
protrude	-0.8391476224
valuate	-0.832205824
instal	-0.832205824
modernise	-0.832205824
translate	-0.8302884864
move	-0.8239729664
make_do	-0.811874353971
maneuver	-0.765920609894
civilise	-0.751064064
key	-0.751064064
plump_for	-0.751064064
link	-0.751064064
get_wind	-0.751064064
fork_out	-0.751064064
compile	-0.740752384
aerate	-0.710342409093
reach	-0.697253376
set_off	-0.694391448207
start_up	-0.6775671808
startle	-0.6775671808
start_out	-0.6775671808
lead_off	-0.6688590848
bring_on	-0.661760512
rally	-0.655951837102
put_over	-0.6546619392
elaborate	-0.63424
submit	-0.63424
concentrate	-0.63424
observe	-0.63424
excogitate	-0.63424
puzzle_out	-0.63424
amplify	-0.63424
groom	-0.63424
condition	-0.63424
plant	-0.63424
lucubrate	-0.63424
preserve	-0.63424
dilate	-0.63424
affirm	-0.63424
get_a_line	-0.63424
make_for	-0.63424
decide	-0.63424
cook_up	-0.63424
pull_ahead	-0.63424
indorse	-0.63424
aim	-0.63424
aid	-0.63424
keep_up	-0.63424
cede	-0.63424
satisfy	-0.63424
change	-0.63424
remember	-0.63424
introduce	-0.63424
hand_over	-0.63424
care	-0.63424
sustain	-0.63424
supercharge	-0.63424
distinguish	-0.63424
figure_out	-0.63424
stage	-0.63424
conduct	-0.63424
admit	-0.63424
treat	-0.63424
demo	-0.63424
steer	-0.63424
supply	-0.63424
make_headway	-0.63424
encounter	-0.63424
originate	-0.63424
form	-0.63424
institute	-0.63424
grow	-0.63424
think	-0.63424
lick	-0.63424
yield	-0.63424
certify	-0.63424
believe	-0.63424
charm	-0.63424
flesh_out	-0.63424
discipline	-0.63424
adjudicate	-0.63424
act_upon	-0.63424
get_together	-0.63424
bear	-0.63424
conform	-0.63424
fork_up	-0.63424
insure	-0.63424
corroborate	-0.63424
school	-0.63424
conduce	-0.63424
guarantee	-0.63424
free	-0.63424
incur	-0.63424
hear	-0.63424
picture	-0.63424
fasten	-0.63424
respect	-0.63424
formulate	-0.63424
confront	-0.63424
apply	-0.63424
write	-0.63424
point	-0.63424
roleplay	-0.63424
clear	-0.6150656
regularise	-0.611795829555
assert	-0.607949824
chasten	-0.607949824
align	-0.607949824
inhale	-0.603066368
mince	-0.599009792
go_forth	-0.5975189504
turn_in	-0.596896768
exsert	-0.57245696
hold	-0.562058111386
take	-0.561763312287
double_over	-0.558990243594
conceptualise	-0.558990243594
make	-0.555291136
blow_up	-0.55126996009
take_out	-0.546050723542
focalise	-0.538810516275
go	-0.531500544
eat_on	-0.5280370688
set_up	-0.5216241664
depict	-0.518646272
superintend	-0.518646272
transmute	-0.5131684864
model	-0.50930688
pull	-0.506715877954
blaze_out	-0.5043093504
blaze_away	-0.5043093504
trade_in	-0.4993234944
convince	-0.4993234944
improvize	-0.4993234944
tighten_up	-0.4993234944
substantiate	-0.494186496
mingle	-0.492102656
round_down	-0.479318486769
bring_out	-0.4790327296
blow_a_fuse	-0.47851659264
make_out	-0.475766835446
merge	-0.47439036416
obturate	-0.472195183739
set_forth	-0.469848945459
sync	-0.465825202995
custom-make	-0.465825202995
systematise	-0.465437265181
settle	-0.464835584
put_out	-0.464835584
fix	-0.464835584
put_up	-0.464835584
prevail	-0.464835584
plow	-0.464835584
squelch	-0.463953019339
make_up	-0.4614423552
captivate	-0.453528552243
beat_up	-0.4483662848
channelise	-0.446909548134
try	-0.442883584
give	-0.4411610112
tire_out	-0.4364412928
